130799700,031546440501,031482440673,031417440845,031353441017,031297441139,031240441262,031227441293,031178441368,031100441461,031022441553,030905441659,030788441765,030661441822,030533441878,030418441897,030357441716,030297441535,030236441354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799702,028940437027,029058437076,029201437010,029344436944,029387436898,029405436785,029358436654,029312436523,029265436392,029150436337,028997436414,028845436491,028803436619,028864436809,028902436918,028940437027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799703,023120421061,023025421100,022930421138,022834421177,022739421216,022653421250,022568421285,022413421349,022249421420,022086421491,021923421561,021759421632,021596421703,021432421774,021269421845,021106421916,020942421986,020779422057,020616422128,020452422199,020289422270,020126422340,019962422411,019799422482,019635422553,019472422624,019309422695,019145422765,018982422836,018819422907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799704,028020442632,028116442590,028165442526,028176442415,028136442337,028077442299,027995442304,027928442365,027906442433,027909442520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799705,024866420305,024920420476,024975420647,025030420818,025084420989,025139421160,025198421346,025258421533,025317421719,025376421905,025404421989,025456422147,025508422306,025560422464,025612422622,025569422722,025527422821,025507422868,025434423008,025362423148,025290423289,025241423396,025168423531,025094423667,025021423802,025073423989,025125424176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799706,031578433456,031541433473,031512433486,031363433554,031215433622,031066433689,030917433757,030769433825,030620433893,030476433968,030331434042,030186434117,030042434192,029897434266,029753434341,029608434416,029546434448,029473434481,029321434551,029168434620,029015434690,028863434759,028710434829,028558434899,028418434962,028279435025,028174435074,028084435115,028020435144,027940435187,027856435233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799708,032899439921,032960440113,033017440296,033075440478,033133440661,033191440844,033249441027,033307441210,033365441393,033423441576,033481441759,033539441942,033597442125,033655442307,033634442405,033491442469,033349442532,033206442595,033064442658,032921442722,032769442789,032617442856,032464442924,032312442991,032160443059,032008443126,031932443134,031892443087,031839442912,031786442737,031733442561,031680442386,031628442211,031575442035,031687441987,031819441929,031951441872,032083441815,032216441758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799709,027846429115,027894429261,027955429447,028016429634,028077429820,028138430007,028184430150,028231430293,028278430436,028324430577,028370430718,028416430859,028441430944,028491431119,028541431293,028602431473,028663431653,028716431827,028770432001,028824432175,028878432349,028932432523,028986432696,029040432870,029096433051,029152433232,029209433413,029265433593,029291433678,029317433758,029358433882,029400434007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799713,024998426452,025094426443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799714,030407423152,030293423199,030180423247,030076423289,029928423350,029780423411,029702423443,029538423510,029374423577,029210423645,029263423822,029316424000,029369424178,029398424281,029428424384,029518424497,029580424574,029701424521,029822424468,029943424415,030080424355,030216424295,030353424235,030489424175,030568424140,030704424080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799718,031385427411,031398427610,031412427809,031425428008,031397428060,031364428136,031369428218,031390428296,031443428355,031525428387,031611428389,031683428348,031731428262,031741428183,031779428157,031940428111,032101428065,032262428019,032386427961,032510427903,032633427844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799722,022029434992,022101434962,022165434935,022305434877,022445434818,022558434767,022672434715,022785434664,022843434638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799723,025322427457,025435427397,025570427334,025705427270,025840427206,025980427136,026121427066,026167427042,026301426981,026435426919,026582426851,026728426782,026875426714,027021426646,027138426591,027255426536,027381426476,027504426417,027627426359,027759426301,027892426244,028047426176,028203426109,028359426042,028515425975,028671425908,028790425856,028910425805,029029425753,029064425738,029097425724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799724,029564434958,029613435119,029662435281,029711435442,029767435616,029822435790,029877435964,029933436138,029977436278,029977436397,029962436482,029901436616,029839436751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799725,047256422918,047172422920,047040422980,046908423040,046776423100,046645423159,046477423235,046309423312,046141423388,045973423464,045805423540,045637423616,045470423692,045302423768,045134423845,044966423921,044798423997,044630424073,044462424149,044294424225,044127424301,043959424378,043793424454,043626424530,043460424606,043294424682,043128424758,042962424834,042796424910,042629424986,042463425062,042297425139,042131425215,041965425291,041799425367,041633425443,041466425519,041300425595,041134425671,040968425747,040802425823,040636425900,040469425976,040303426052,040137426128,039971426203,039805426278,039638426354,039472426429,039306426504,039140426580,038973426655,038807426730,038641426806,038474426881,038308426956,038142427031,037976427107,037809427182,037643427257,037477427333,037333427390,037171427465,037008427540,036846427614,036683427689,036521427764,036358427838,036204427909,036050427980,035896428051,035742428122,035587428192,035446428257,035305428322,035163428387,035022428452,034904428506,034787428560,034669428614,034542428638,034472428600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799726,030464429964,030424429981,030353430012,030204430077,030055430143,029906430208,029836430238,029777430264,029715430291,029551430363,029387430434,029230430503,029073430572,028930430634,028787430697,028646430758,028506430819,028416430859,028339430893,028242430937,028144430981,027978431055,027812431129,027646431204,027517431261,027389431319,027259431377,027129431435,026999431493,026941431538,026876431588,026808431617,026728431649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799727,019244437022,019408436947,019512436899,019569436904,019615436962,019675437142,019735437322,019795437501,019855437681,019847437740,019798437791,019703437825,019531437887,019402437946,019273438006,019144438065,019014438125,018974438191,018911438242,018813438240,018712438163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799728,031525427330,031385427411,031247427470,031108427529,030970427587,030831427646,030786427658,030745427642,030710427526,030675427411,030645427371,030601427366,030515427385,030401427436,030287427486,030172427536,030204427738,030240427842,030276427946,030342428007,030429428050,030514428053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799730,025661423925,025630423861,025556423704,025502423648,025429423572,025356423496,025241423396,025198423358,025054423313,024911423268,024760423250,024610423233,024434423255,024368423263,024238423301,024108423339,024053423361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799732,035645428835,035609428781,035550428766,035384428820,035218428875,035153428896,035084428922,034969428964,034854429007,034739429049,034716429114,034723429237,034774429421,034825429605,034877429789,034928429973,034980430158,035028430331,035076430504,035124430677,035173430850,035222430896,035310430888,035470430826,035630430764,035789430702,035949430640,036108430578,036059430391,036009430205,035959430018,035910429831,035857429632,035804429433,035751429233,035698429034,035645428835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799734,031072439118,031107439229,031141439341,031200439433,031259439525,031307439599,031318439616,031410439679,031503439743,031648439787,031793439831,031965439831,032093439802,032181439760,032270439719,032359439636,032448439554,032514439454,032581439353,032631439213,032681439074,032703438947,032724438821,032722438707,032719438592,032718438493,032636438324,032554438154,032490437988,032425437822,032360437656,032296437490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799735,027654434396,027689434381,027758434351,027834434318,027945434269,028055434220,028178434166,028301434113,028424434059,028587433987,028750433915,028914433843,029077433772,029241433700,029291433678,029368433644,029535433571,029649433496,029763433421,029902433301,030041433182,030165433047,030288432912,030367432787,030446432662,030525432538,030598432385,030672432231,030716432097,030761431964,030806431830,030853431735,030900431640,030945431613,030983431590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799736,028123419080,028064419153,027995419272,027926419391,027886419504,027846419617,027814419806,027809419922,027804420039,027842420235,027879420338,027916420441,027983420583,028062420703,028172420801,028251420851,028331420902,028420420935,028508420968,028647420990,028804420985,028962420951,029055420913,029148420875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799737,032413429917,032446430021,032479430125,032525430270,032571430414,032617430559,032677430749,032735430932,032794431114,032852431296,032908431460,033011431581,033127431610,033223431578,033342431522,033461431465,033580431409,033523431242,033466431075,033409430908,033352430740,033295430573,033237430406,033185430254,033099430095,033068429988,033037429881,032982429695,032927429509,032872429322,032818429136,032756429063,032687428984,032643428861,032599428739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799738,029306419856,029258420026,029211420197,029155420289,029099420381,029009420472,028886420550,028748420575,028653420564,028558420552,028417420485,028339420419,028262420354,028215420284,028165420210,028138420099,028131419910,028141419802,028171419676,028234419544,028297419411,028365419337,028434419262,028535419197,028635419131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799740,028787430697,028776430662,028725430506,028674430349,028624430192,028592430003,028563429871,028558429768,028582429652,028636429589,028804429512,028830429500,028982429436,029134429373,029185429365,029227429387,029262429522,029292429634,029321429746,029283429792,029185429831,029109429824,029006429841,028843429904,028718429953,028592430003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799741,028010421841,028114421799,028217421758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799742,032921442722,032859442540,032797442358,032735442177,032673441995,032619441833,032566441671,032512441509,032459441347,032411441368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799743,028176442415,028247442406,028370442392,028492442378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799744,028642439199,028716439172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799746,033051423814,032892423879,032733423944,032574424009,032416424074,032257424139,032117424195,031978424252,031839424309,031700424366,031616424400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799747,025494432345,025448432192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799750,025881424420,026043424347,026205424273,026367424200,026529424127,026690424053,026852423980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799752,025130436321,025075436190,025020436059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799753,035022428452,035066428600,035109428748,035153428896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799754,029548429390,029405429456,029262429522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799756,025658430013,025710430195,025763430378,025816430560,025864430725,025912430890,025959431055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799757,031561436323,031499436137,031437435950,031375435763,031313435577,031251435390,031189435203,031127435016,031065434830,031003434643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799758,023286420989,023120421061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799759,029391435037,029444435196,029498435355,029551435514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799760,030662441161,030782441292,030902441423,031022441553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799761,026584434053,026715433996,026846433940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799762,028657438960,028573438997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799764,019408436947,019467437123,019526437298,019585437474,019644437650,019703437825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799765,025020427576,025068427751,025117427925,025165428099,025214428273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799766,028663431653,028570431693,028478431733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799767,027255426536,027198426369,027142426201,027086426033,027030425865,026974425697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
